id,smiles,notes,params_json
234744,C1=CC(=C(C=C1NC(=O)CCl)Cl)Cl,,
234745,CCC(=O)NC1=CC(=C(C=C1)C)Cl,,
234754,CCCC1(C(=O)NC(=O)N1)CCC,,
234768,C1=CC=C(C=C1)C2C(=O)NC3=CC=CC=C3S2,,
234836,CCC(=O)C1=C(C=C(C=C1)OC)O,,
234846,CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=CC(=C(C=C45)OC)OC,,
234849,C1=CC=C(C=C1)C2=C(C=CO2)C(=O)O,,
234853,C1=C(OC(=C1)Cl)C(=O)O,,
234866,CC1(C(=O)NC(=O)N1)C2=CC=C(C=C2)F,,
234873,COC1=CC=CC2=CC(=C(C(=C2C1=O)OC)OC)OC,,
234887,CN(C1=CC=CC=C1)C(=O)C=C,,
234911,COC(=O)C1=CN=C(C=C1)C(=O)OC,,
234934,C1C(=O)N2C3=CC=CC=C3N=C2S1,,
234937,C1=CC=C2C(=C1)NC(=O)C(S2)CC(=O)O,,
234955,CCOC(=O)NC1=C(N(C(=O)N(C1=O)C)C)N,,
235044,CCOC(=O)C1=CNC=C1C,,
235046,CC(=O)CN1C(=O)C2=CC=CC=C2C1=O,,
235144,CCOC(=O)CCCCCCCCCCBr,,
235188,CC1=C(C=C(C=C1)O)C(=O)O,,
235240,C1=CC(=C(C=C1C2C(C(=O)C3=CC(=C(C=C3O2)O)O)O)O)O,,
235259,C1=CC(=CC=C1NC(=O)C(F)(F)F)S(=O)(=O)N,,
235271,C1=CC=C2C(=C1)C3=C(C2=O)C=CC(=C3)N,,
235275,CCOC(=O)NC1=CN=CC=C1,,
235284,CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)C,,
235295,CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CO,,
235307,CC1=C(C=C(C=C1)NC(=O)OC)NC(=O)OC,,
235402,CC(=O)C1=CC=C(C=C1)NC(=O)CSC(=O)N,,
235414,C1CCCCCCCOC(=O)CCCCCC1,,
235434,CCNC(=O)N1CCN(CC1)C(=O)NCC,,
235453,C1=CC=C(C=C1)C(=O)CC(C2=CNC3=CC=CC=C32)C(=O)O,,
235516,CNC(=O)C1=CC=C(C=C1)N,,
235527,CN(C)C(=O)C1=CC=C(C=C1)N,,
235531,CCC1(C(=O)NC(=O)N1)C2=CC=C(C=C2)F,,
235533,C1CC(CC2=CC=CC=C21)(C(=O)O)N,,
235647,C1=CC(=CC=C1CC2=CC=C(C=C2)NC(=O)CCl)NC(=O)CCl,,
235651,COC(=O)C1=C(C(=CC(=C1)Cl)[N+](=O)[O-])O,,
235672,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3CCC(=O)C4,,
235711,CCCCCCCCCCCC#CCCCCC(=O)O,,
235713,C1=CC(=C(C=C1N)[N+](=O)[O-])C(=O)O,,
235717,C1C(=O)C2=C(O1)C=C(C=C2)O,,
235719,C1=CC(=C(C=C1CC(C(=O)O)N)[N+](=O)[O-])O,,
235761,CC(=O)NCCNS(=O)(=O)C1=CC=CC=C1,,
235802,C1=CN=C(N=C1)NC(=O)C2=CC=C(C=C2)[N+](=O)[O-],,
235809,C1CCC(CC1)C(=O)N2CCN(CC2)C(=O)C3CCCCC3,,
235850,CCC(CC)C(=O)N,,
235913,COC1=CC=C(C=C1)C(CC(=O)O)C(=O)O,,
235965,C1=CC=C(C(=C1)C(=O)O)NS(=O)(=O)C2=CC=C(C=C2)N,,
236018,C1=CC2=C(C=C1Br)C(=O)NC2=O,,
236021,CC1=CC(=CC(=C1N)C)C(=O)O,,
